Category,Name,Description,Manufacturer,Dosage,Source
veterinary,triamcinolone acetonide,,,"Topical , joint injection , nasal",https://en.wikipedia.org/wiki/Triamcinolone_acetonide
veterinary,trilostane,,,By mouth [ 1 ],https://en.wikipedia.org/wiki/Trilostane
veterinary,trimethoprim,,,By mouth,https://en.wikipedia.org/wiki/Trimethoprim
veterinary,trimethoprim/sulfadoxine,"Trimethoprim/sulfadoxine , sold under the brand name Trimidox , is an antibacterial agent that is used in cattle and swine to prevent and treat infections by both gram-negative and gram-positive bacteria . [ 1 ]",,,https://en.wikipedia.org/wiki/Trimethoprim/sulfadoxine
veterinary,sulfadoxine,Sulfadoxine (also spelled sulphadoxine ) is an ultra-long-lasting sulfonamide used in combination with pyrimethamine to treat malaria . [ 1 ],,,https://en.wikipedia.org/wiki/Sulfadoxine
veterinary,trimethoprim/sulfamethoxazole,,,"Oral , Intravenous infusion [ 2 ]",https://en.wikipedia.org/wiki/Trimethoprim/sulfamethoxazole
veterinary,sulfamethoxazole,"Sulfamethoxazole ( SMZ or SMX ) is an antibiotic . It is used for bacterial infections such as urinary tract infections , bronchitis , and prostatitis and is effective against both gram negative and positive bacteria such as Escherichia coli and Listeria monocytogenes . [ 1 ]",,"Oral, IV",https://en.wikipedia.org/wiki/Sulfamethoxazole
veterinary,tylosin,Tylosin is a macrolide antibiotic and bacteriostatic feed additive used in veterinary medicine.  It has a broad spectrum of activity against Gram-positive organisms and a limited range of Gram-negative organisms. [ 1 ] It is found naturally as a fermentation product of Streptomyces fradiae . [ 2 ],,,https://en.wikipedia.org/wiki/Tylosin
veterinary,ursodeoxycholic acid,,,By mouth,https://en.wikipedia.org/wiki/Ursodeoxycholic_acid
veterinary,ursodiol,,,By mouth,https://en.wikipedia.org/wiki/Ursodiol
veterinary,velagliflozin,,,By mouth,https://en.wikipedia.org/wiki/Velagliflozin
veterinary,xylazine,,,"By mouth , inhalation, or injection (intravenous, intramuscular, or subcutaneous)",https://en.wikipedia.org/wiki/Xylazine
veterinary,yohimbine,"Yohimbine , also known as quebrachine , is an indole alkaloid derived from the bark of the African tree Pausinystalia johimbe (yohimbe) and from the bark of the unrelated South American tree Aspidosperma quebracho-blanco . [ 3 ] [ 4 ] It is a veterinary drug used to reverse sedation in dogs and deer.",,By mouth,https://en.wikipedia.org/wiki/Yohimbine
veterinary,zonisamide,,,By mouth,https://en.wikipedia.org/wiki/Zonisamide
herbal,Main page,""" Slug "" is a song by Passengers, a side project of musician Brian Eno and rock band U2 (pictured) . It was released on 7 November 1995 on Passengers' sole release, the experimental album Original Soundtracks 1 . The song was almost left off the album before it was rediscovered later during the recording sessions. Though Eno made most of the creative decisions during the sessions, ""Slug"" was one of the few tracks that the members from U2 tried to craft themselves. Lyrically, it portrays a desolate soul with the confusion of romance and faith. U2 and Eno tried to create a visual suggestion from the music that was more important than the story within the lyrics. In ""Slug"", the instrumentation is intended as visual music representing the lights turning on in a city at night. The group primarily drew inspiration for the song from U2's experiences in Tokyo at the conclusion of their Zoo TV Tour in 1993. ""Slug"" has been praised as one of the best songs on the album by critics from various publications. ( Full article... )",,,https://en.wikipedia.org/wiki/Main_Page
herbal,Article,This is an alphabetical list of plants used in herbalism .,,,https://en.wikipedia.org/wiki/List_of_plants_used_in_herbalism
herbal,Alternative medicine,,,,https://en.wikipedia.org/wiki/Alternative_medicine
herbal,History,,,,https://en.wikipedia.org/wiki/History_of_alternative_medicine
herbal,Terminology,,,,https://en.wikipedia.org/wiki/Terminology_of_alternative_medicine
herbal,Alternative veterinary medicine,"Alternative veterinary medicine is the use of alternative medicine in the treatment of animals. Types of alternative therapies used for veterinary treatments may include, but are not limited to, acupuncture , herbal medicine , homeopathy , ethnomedicine and chiropractic . The term includes many treatments that do not have enough evidence to support them being a standard method within many veterinary practices.",,,https://en.wikipedia.org/wiki/Alternative_veterinary_medicine
herbal,Quackery,"Quackery , often synonymous with health fraud , is the promotion [ 1 ] of fraudulent or ignorant medical practices . A quack is a ""fraudulent or ignorant pretender to medical skill"" or ""a person who pretends, professionally or publicly, to have skill, knowledge, qualification or credentials they do not possess; a charlatan or snake oil salesman"". [ 2 ] The term quack is a clipped form of the archaic term quacksalver , derived from Dutch : kwakzalver a ""hawker of salve"" [ 3 ] or rather somebody who boasted about their salves, more commonly known as ointments. [ 4 ] In the Middle Ages the term quack meant ""shouting"". The quacksalvers sold their wares at markets by shouting to gain attention. [ 5 ]",,,https://en.wikipedia.org/wiki/Quackery
herbal,Pseudoscience,,,,https://en.wikipedia.org/wiki/Pseudoscience
herbal,Antiscience,,,,https://en.wikipedia.org/wiki/Antiscience
herbal,Skepticism,,,,https://en.wikipedia.org/wiki/Skepticism
herbal,Scientific,,,,https://en.wikipedia.org/wiki/Scientific_skepticism
herbal,Therapeutic nihilism,Therapeutic nihilism is a contention that it is impossible to cure people or societies of their ills through treatment.,,,https://en.wikipedia.org/wiki/Therapeutic_nihilism
herbal,Acupressure,"Acupressure is an alternative medicine technique often used in conjunction with acupuncture or reflexology . It is based on the concept of ""life energy"" ( qi ), which purportedly flows through ""meridians"" in the body. There is no scientific evidence for the existence of acupuncture points, meridians, or qi . [ 1 ]",,,https://en.wikipedia.org/wiki/Acupressure
herbal,Acupuncture,,,,https://en.wikipedia.org/wiki/Acupuncture
herbal,Alkaline diet,"Alkaline diet (also known as the alkaline ash diet , alkaline acid diet , acid ash diet , and acid alkaline diet ) describes a group of loosely related diets based on the misconception that different types of food can affect the pH balance of the body. It originated from the acid ash hypothesis , which primarily related to osteoporosis research. Proponents of the diet believe that certain foods can affect the acidity ( pH ) of the body and that the change in pH can therefore be used to treat or prevent disease. However, their claims are false, and there is no evidence supporting the claimed mechanisms of this diet, which is not recommended by dietitians or other health professionals . [ 1 ] [ 2 ] [ 3 ]",,,https://en.wikipedia.org/wiki/Alkaline_diet
herbal,Anthroposophic medicine,"Anthroposophic medicine (or anthroposophical medicine ) is a form of alternative medicine based on pseudoscientific and occult notions. [ 1 ] Devised in the 1920s by Rudolf Steiner (1861–1925) in conjunction with Ita Wegman (1876–1943), anthroposophical medicine draws on Steiner's spiritual philosophy , which he called anthroposophy . Practitioners employ a variety of treatment techniques based upon anthroposophic precepts, including massage , exercise, counselling , and administration of substances. [ 2 ]",,,https://en.wikipedia.org/wiki/Anthroposophic_medicine
herbal,Apitherapy,"Apitherapy is a branch of alternative medicine that uses honey bee products, including honey , bee pollen , propolis , royal jelly and bee venom . There has been no scientific or clinical evidence for the efficacy or safety of apitherapy treatments. [ 1 ] [ 2 ] Bee venom can cause minor or major reactions, including allergic responses , anaphylaxis or death.",,,https://en.wikipedia.org/wiki/Apitherapy
herbal,Applied kinesiology,"Applied kinesiology ( AK ), also known as muscle testing , is a pseudoscience -based technique [ 1 ] in alternative medicine claimed to be able to diagnose illness or choose treatment by testing muscles for strength and weakness. [ 2 ]",,,https://en.wikipedia.org/wiki/Applied_kinesiology
herbal,Aromatherapy,,,,https://en.wikipedia.org/wiki/Aromatherapy
herbal,Association for Research and Enlightenment,,,,https://en.wikipedia.org/wiki/Association_for_Research_and_Enlightenment
herbal,Auriculotherapy,,,,https://en.wikipedia.org/wiki/Auriculotherapy
herbal,Bates method,,,,https://en.wikipedia.org/wiki/Bates_method
herbal,Biological terrain assessment,"The biological terrain assessment or BTA is a set of tests used to measure the pH , resistivity , and redox of a person's urine , blood , and saliva . [ 1 ] [ 2 ] The measurements were first used by L.C. Vincent, a French hydrologist , in the early 1900s. [ 3 ] It is often associated with homeopathy and holistic health . The test's usefulness is debatable, and according to physician Stephen Barrett , BTA is outdated, apart from pH measurement, and is an inferior assessment technique that should not be favored over more modern techniques. [ 1 ]",,,https://en.wikipedia.org/wiki/Biological_terrain_assessment
herbal,Black salve,,,,https://en.wikipedia.org/wiki/Black_salve
herbal,Bodywork,"In alternative medicine , bodywork is any therapeutic or personal development technique that involves working with the human body in a form involving manipulative therapy , breath work , or energy medicine . Bodywork techniques also aim to assess or improve posture , promote awareness of the "" bodymind connection "" which is an approach that sees the human body and mind as a single integrated unit, or to manipulate the electromagnetic field alleged to surround the human body and affect health. [ 1 ]",,,https://en.wikipedia.org/wiki/Bodywork_(alternative_medicine)
herbal,Bone-setting,"Traditional bone-setting is a type of a folk medicine in which practitioners are engaged in joint manipulation . Before the advent of chiropractors , osteopaths , and physical therapists , bone-setters were the main providers of this type of treatment. [ 1 ] Traditionally, they practiced without any formal training in accepted modern medical procedures. [ 2 ] Bone-setters would also reduce joint dislocations and ""re-set"" bone fractures .",,,https://en.wikipedia.org/wiki/Traditional_bone-setting
herbal,Bowen technique,The Bowen technique (or Bowen therapy) is an alternative type of physical manipulation named after Australian Thomas Ambrose Bowen (Tom Bowen) (1916–1982).,,,https://en.wikipedia.org/wiki/Bowen_technique
herbal,Breathwork,"Breathwork is a term [ 1 ] [ 2 ] for various breathing practices in which the conscious control of breathing is said to influence a person's mental, emotional, or physical state, with a therapeutic effect. [ 3 ]",,,https://en.wikipedia.org/wiki/Breathwork_(New_Age)
herbal,Fake COVID-19 treatments,,,,https://en.wikipedia.org/wiki/List_of_unproven_methods_against_COVID-19
herbal,Camel urine,"Camel urine is a liquid by-product of metabolism in a camel 's anatomy . Urine from camels has been used in medicine for centuries, being a part of ancient Bedouin , ayurvedic and Islamic Prophetic medicine . According to the World Health Organization , the use of camel urine as a medicine lacks scientific evidence . [ 1 ] After the spread of MERS-CoV infections, the WHO urged people to refrain from drinking ""raw camel milk or camel urine or eating meat that has not been properly cooked"".",,,https://en.wikipedia.org/wiki/Camel_urine
herbal,Cancer treatments,,,,https://en.wikipedia.org/wiki/Alternative_cancer_treatments
herbal,Charcoal cleanse,"Activated charcoal cleanses , also known as charcoal detoxes , are a pseudoscientific use of a proven medical intervention for poisoning, activated charcoal . Activated charcoal is available in powder, tablet, and liquid form. Its proponents claim the use of activated charcoal regularly will detoxify and cleanse the body as well as boost one's energy and brighten the skin . Such claims violate basic principles of chemistry and physiology . There is no medical evidence for any health benefits of cleanses or detoxes via activated charcoal or any other method. Charcoal, when ingested , will absorb vitamins and nutrients as well as prescription medications present in the gastrointestinal tract which can make it dangerous to use unless directed by a medical doctor .",,,https://en.wikipedia.org/wiki/Activated_charcoal_cleanse
herbal,Chiropractic,,,,https://en.wikipedia.org/wiki/Chiropractic
herbal,Chiropractic treatment techniques,,,,https://en.wikipedia.org/wiki/Chiropractic_treatment_techniques
herbal,Vertebral subluxation,"In chiropractic , a vertebral subluxation means pressure on nerves, abnormal functions creating a lesion in some portion of the body, either in its action or makeup (defined by D.D. Palmer and B.J. Palmer, founders of chiropractic). Chiropractors claim subluxations are not necessarily visible on X-rays .",,,https://en.wikipedia.org/wiki/Vertebral_subluxation
herbal,Christian Science,,,,https://en.wikipedia.org/wiki/Christian_Science
herbal,Chromotherapy,"Chromotherapy , sometimes called color therapy , colorology or cromatherapy , is a pseudoscientific form of alternative medicine which proposes certain diseases can be treated by exposure to certain colors. [ 1 ] Its practice is considered to be quackery . [ 2 ] [ 3 ] [ 4 ] [ 5 ] Chromotherapists claim to be able to use light in the form of color to balance ""energy"" lacking from a person's body, whether it be on physical, emotional, spiritual, or mental levels.  For example, they thought that shining a colored light on a person would cure constipation . Historically, chromotherapy has been associated with mysticism and occultism . [ 2 ]",,,https://en.wikipedia.org/wiki/Chromotherapy
herbal,Colloidal silver,,,,https://en.wikipedia.org/wiki/Colloidal_silver
herbal,Colon cleansing,"Colon cleansing , also known as colon therapy , colon hydrotherapy , a colonic , or colonic irrigation , encompasses a number of alternative medical therapies claimed to remove toxins from the colon and intestinal tract by removing accumulations of feces . Colon cleansing in this context should not be confused with an enema which introduces fluid into the colon, often under mainstream medical supervision, for a limited number of purposes including severe constipation [ 1 ] and medical imaging. [ 2 ]",,,https://en.wikipedia.org/wiki/Colon_cleansing
herbal,Coffee enema,,,,https://en.wikipedia.org/wiki/Coffee_enema
herbal,Colorpuncture,"Colorpuncture , cromopuncture , or color light acupuncture , is a pseudoscientific [ 1 ] alternative medicine practice based on ""mystical or supernatural"" beliefs [ 2 ] which asserts that colored lights can be used to stimulate acupuncture points to promote healing and better health. It is a form of chromotherapy or color therapy. [ 3 ] There is no known anatomical or histological basis for the existence of acupuncture points or meridians, [ 4 ] and there is no scientific support for the efficacy of colorpuncture. [ 5 ] [ 6 ]",,,https://en.wikipedia.org/wiki/Colorpuncture
herbal,Conversion therapy,,,,https://en.wikipedia.org/wiki/Conversion_therapy
herbal,Craniosacral therapy,,,,https://en.wikipedia.org/wiki/Craniosacral_therapy
herbal,Crystal healing,,,,https://en.wikipedia.org/wiki/Crystal_healing
herbal,Cupping therapy,,,,https://en.wikipedia.org/wiki/Cupping_therapy
herbal,Dental amalgam controversy,,,,https://en.wikipedia.org/wiki/Dental_amalgam_controversy
herbal,Detoxification,,,,https://en.wikipedia.org/wiki/Detoxification_(alternative_medicine)
herbal,Foot detox,"Detoxification foot baths , also known as foot detox , ionic cleansing , ionic foot bath and aqua/water detox are pseudoscientific alternative medical devices marketed as being able to remove toxins from the human body. They work by providing an electric current to an electrode array immersed in a salt water solution. When switched on, the electrodes rapidly rust in a chemical process called electrolysis which quickly turns the water brown. This reaction happens regardless of whether or not a person's feet are immersed in the water, and no toxins from the human body have ever been detected in the water after use.",,,https://en.wikipedia.org/wiki/Detoxification_foot_baths
herbal,Dry needling,"Dry needling , also known as trigger point dry needling and intramuscular stimulation , [ 1 ] [ 2 ] is a treatment technique used by various healthcare practitioners, including physical therapists , physicians , and chiropractors , among others. [ 3 ] Acupuncturists usually maintain that dry needling is adapted from acupuncture , but others consider dry needling as a variation of trigger point injections. [ 2 ] It involves the use of either solid filiform needles [ 4 ] or hollow-core hypodermic needles for therapy of muscle pain, including pain related to myofascial pain syndrome . Dry needling is mainly used to treat myofascial trigger points, but it is also used to target connective tissue, neural ailments, and muscular ailments. The American Physical Therapy Association defines dry needling as a technique used to treat dysfunction of skeletal muscle and connective tissue, minimize pain, and improve or regulate structural or functional damage. [ 4 ]",,,https://en.wikipedia.org/wiki/Dry_needling
herbal,Ear candling,"Ear candling , also called ear coning or thermal-auricular therapy , is a pseudoscientific [ 1 ] alternative medicine practice claiming to improve general health and well-being by lighting one end of a hollow candle and placing the other end in the ear canal . Medical research has shown that the practice is both dangerous and ineffective [ 2 ] and does not functionally remove earwax or toxicants , despite product design contributing to that impression. [ 3 ]",,,https://en.wikipedia.org/wiki/Ear_candling
herbal,Energy medicine,,,,https://en.wikipedia.org/wiki/Energy_medicine
herbal,Correactology,,,,https://en.wikipedia.org/wiki/Correactology
herbal,Esoteric energy,"Proponents and practitioners of various esoteric forms of spirituality and alternative medicine refer to a variety of claimed experiences and phenomena as being due to an energy or force that defies measurement or experimentation , and thus are distinct from uses of the term energy in science. [ 1 ] [ 2 ]",,,https://en.wikipedia.org/wiki/Energy_(esotericism)
herbal,Reiki,,,,https://en.wikipedia.org/wiki/Reiki
herbal,Therapeutic touch,"Therapeutic touch ( TT ), or non-contact therapeutic touch ( NCTT ), [ 1 ] is a pseudoscientific [ 2 ] energy therapy which practitioners claim promotes healing and reduces pain and anxiety. ""Therapeutic Touch"" is a registered trademark in Canada for the ""[s]tructured and standardized healing practice performed by practitioners trained to be sensitive to the receiver's energy field that surrounds the body;...no touching is required."" [ 3 ]",,,https://en.wikipedia.org/wiki/Therapeutic_touch
herbal,Estrogen dominance,Estrogen dominance (ED) is a theory about a metabolic state where the level of estrogen outweighs the level of progesterone in the body. This is said to be caused by a decrease in progesterone without a subsequent decrease in estrogen.,,,https://en.wikipedia.org/wiki/Estrogen_dominance
herbal,Fabunan Antiviral Injection,,,,https://en.wikipedia.org/wiki/Fabunan_Antiviral_Injection
herbal,Facilitated communication,,,,https://en.wikipedia.org/wiki/Facilitated_communication
herbal,FasciaBlaster,,"Ashley Black/ADB Interest, LLC",,https://en.wikipedia.org/wiki/FasciaBlaster
herbal,Feldenkrais method,,,,https://en.wikipedia.org/wiki/Feldenkrais_method
herbal,Functional medicine,,,,https://en.wikipedia.org/wiki/Functional_medicine
herbal,Hair analysis,"In mainstream scientific usage, hair analysis is the chemical analysis of a hair sample. The use of hair analysis in alternative medicine as a method of investigation to assist alternative diagnosis is controversial [ 1 ] [ 2 ] and its use in this manner has been opposed repeatedly by the AMA because of its unproven status and its potential for healthcare fraud . [ 3 ]",,,https://en.wikipedia.org/wiki/Hair_analysis_(alternative_medicine)
herbal,Holistic dentistry,"Holistic dentistry , also called biological dentistry , biologic dentistry , alternative dentistry , unconventional dentistry , biocompatible dentistry or biomimetic dentistry , is the equivalent of complementary and alternative medicine for dentistry . As such, it typically incorporates pseudoscientific beliefs and practices. [ 1 ]",,,https://en.wikipedia.org/wiki/Holistic_dentistry
herbal,Hologram bracelet,"A hologram bracelet or energy bracelet [ 1 ] is a small rubber wristband supposedly fitted with a hologram . Manufacturers have said that the holograms supposedly ""optimise the natural flow of energy around the body,"" and, ""improve an athlete's strength, balance and flexibility"". [ 2 ] Only anecdotal evidence supports these claims and tests performed by the Australian Skeptics , [ 3 ] the University of Wales Institute, Cardiff , [ 4 ] and the RMIT 's School of Health Sciences [ 5 ] have been unable to identify any effect on performance.",,,https://en.wikipedia.org/wiki/Hologram_bracelet
herbal,Homeopathy,,,,https://en.wikipedia.org/wiki/Homeopathy
herbal,Bach flower remedies,,,,https://en.wikipedia.org/wiki/Bach_flower_remedies
herbal,Hydrotherapy,,,,https://en.wikipedia.org/wiki/Hydrotherapy
herbal,Hypnotherapy,"Hypnotherapy , also known as hypnotic medicine , [ 1 ] is the use of hypnosis in psychotherapy . [ 2 ] Hypnosis is a state of deep focus and openness to suggestion that usually begins with relaxation and guided instructions. Some people respond more strongly than others, and researchers explain that hypnosis is not a magical trance but a form of concentrated attention and expectation (Heap & Naish, 2012). Hypnotherapy is generally not considered to be based on scientific evidence, and is rarely recommended in clinical practice guidelines . [ 3 ] [ 4 ] However, several psychological reviews and meta-analyses suggest that hypnotherapy can be effective as an adjunctive treatment for a number of disorders, including chronic and acute pain, irritable bowel syndrome , post-traumatic stress disorder (PTSD), phobias , and some eating disorders . [ 5 ]",,,https://en.wikipedia.org/wiki/Hypnotherapy
herbal,Ionized jewelry,,,,https://en.wikipedia.org/wiki/Ionized_jewelry
herbal,Iridology,,,,https://en.wikipedia.org/wiki/Iridology
herbal,Jilly Juice,"Jilly Juice is a quack medicine [ 1 ] in the form of a fermented drink that is falsely claimed by proponents to be able to cure an assortment of health conditions, including cancer and autism spectrum disorders , as well as regenerate missing limbs , reverse or slow down the effects of aging, and to "" cure homosexuality "". [ 2 ] [ 3 ] No studies have proven any of these statements, nor has the Food and Drug Administration (FDA) approved the recipe. The juice, composed of water , salt , and fermented cabbage or kale , is falsely claimed to expunge Candida (a yeast) and parasitic worms. Scientific evidence has shown that this treatment is not only ineffective, but is also toxic with potentially deadly adverse effects . [ a ]",,,https://en.wikipedia.org/wiki/Jilly_Juice
herbal,Lightning Process,,,,https://en.wikipedia.org/wiki/The_Lightning_Process
herbal,Lymphotherapy,Lymphotherapy ( lymphatic physiotherapy ) is a method by which pressure applied on specific lymph nodes alters lymphatic response. Proponents state it can be used for lymphedema [ 1 ] and breast cancer . [ 2 ],,,https://en.wikipedia.org/wiki/Lymphotherapy
herbal,Magnet therapy,"Magnetic therapy is a pseudoscientific alternative medicine practice involving the weak static magnetic field produced by a permanent magnet which is placed on the body.  It is similar to the alternative medicine practice of electromagnetic therapy , which uses a magnetic field generated by an electrically powered device. [ 1 ] Magnet therapy products may include wristbands, jewelry, blankets, and wraps that have magnets incorporated into them. [ 1 ] [ 2 ]",,,https://en.wikipedia.org/wiki/Magnet_therapy
herbal,Manual therapy,"Manual therapy , or manipulative therapy , is a treatment primarily used by physical therapists , occupational therapists , and massage therapists to treat musculoskeletal pain and disability. It mostly includes kneading and manipulation of muscles, joint mobilization and joint manipulation . It is also used by Rolfers , athletic trainers , osteopaths , and physicians . [ 1 ]",,,https://en.wikipedia.org/wiki/Manual_therapy
herbal,Manual lymphatic drainage,"Manual lymphatic drainage ( MLD ) is a type of manual manipulation of the skin, not to be confused with massage , based on the hypothesis that it will encourage the natural drainage of the lymph , which carries waste products away from the tissues back toward the heart. The lymph system depends on intrinsic contractions of the smooth muscle cells in the walls of lymph vessels ( peristalsis ) and the movement of skeletal muscles to propel lymph through the vessels to lymph nodes and then to the lymph ducts , which return lymph to the cardiovascular system . Manual lymph drainage uses a specific amount of pressure (less than 9 oz per square inch or about 4 kPa ), and rhythmic circular movements to stimulate lymph flow. [ 1 ] [ 2 ]",,,https://en.wikipedia.org/wiki/Manual_lymphatic_drainage
herbal,Medical intuitive,A medical intuitive is an alternative medicine practitioner who claims to be able to use their intuitive abilities to find the cause of a physical or emotional condition through the use of insight rather than modern medicine . [ 1 ] Other terms for such a person include medical clairvoyant or medical psychic .,,,https://en.wikipedia.org/wiki/Medical_intuitive
herbal,Megavitamin therapy,,,,https://en.wikipedia.org/wiki/Megavitamin_therapy
herbal,Mesmerism,"Animal magnetism , also known as mesmerism , is a theory promoted by German physician Franz Mesmer in the 18th century. It posits the existence of an invisible natural force ( Lebensmagnetismus ) possessed by all living things, including humans, animals, and vegetables. He claimed that the force could have physical effects, including healing. [ 1 ]",,,https://en.wikipedia.org/wiki/Animal_magnetism
herbal,Mind–body interventions,"Mind–body interventions ( MBI ) or mind-body training ( MBT ) [ 1 ] [ 2 ] are health and fitness interventions that are intended to work on a physical and mental level such as yoga , tai chi , and Pilates . [ 3 ] [ 4 ] [ 5 ]",,,https://en.wikipedia.org/wiki/Mind%E2%80%93body_interventions
herbal,MMS,,,,https://en.wikipedia.org/wiki/Miracle_Mineral_Supplement
herbal,Myofascial release,"Myofascial release (MFR, self-myofascial release ) is an alternative medicine therapy that proponents claim to be useful for treating skeletal muscle immobility and pain by relaxing contracted muscles, improving blood and lymphatic circulation, and stimulating the stretch reflex in muscles. [ 1 ]",,,https://en.wikipedia.org/wiki/Myofascial_release
herbal,NAET,"Nambudripad's Allergy Elimination Techniques ( NAET ) is a form of alternative medicine which proponents claim can treat allergies and related disorders. The techniques were devised by Devi Nambudripad, a California-based chiropractor [ 1 ] and acupuncturist , [ 2 ] in 1983, drawing on a combination of ideas from applied kinesiology , acupuncture, acupressure , nutritional management, and chiropractic methods. [ 3 ]",,,https://en.wikipedia.org/wiki/Nambudripad%27s_Allergy_Elimination_Techniques
herbal,Naturopathy,,,,https://en.wikipedia.org/wiki/Naturopathy
herbal,Oil pulling,,,,https://en.wikipedia.org/wiki/Oil_pulling
herbal,Orgone,"Orgone ( / ˈ ɔːr ɡ oʊ n / OR -gohn ) [ 1 ] is a pseudoscientific [ 2 ] concept variously described as an esoteric energy or hypothetical universal life force . Originally proposed in the 1930s by Wilhelm Reich , [ 3 ] [ 4 ] [ 5 ] and developed by Reich's student Charles Kelley after Reich's death in 1957, orgone was conceived as the anti-entropic principle of the universe, a creative substratum in all of nature comparable to Mesmer 's animal magnetism (1779), to the Odic force (1845) of Carl Reichenbach and to Henri Bergson 's élan vital (1907). [ 6 ] Orgone was seen as a massless, omnipresent substance, similar to luminiferous aether , but more closely associated with living energy than with inert matter. It could allegedly coalesce to create organization on all scales, from the smallest microscopic units—called ""bions"" in orgone theory—to macroscopic structures like organisms, clouds, or even galaxies. [ 7 ]",,,https://en.wikipedia.org/wiki/Orgone
herbal,Orthomolecular medicine,"Orthomolecular medicine [ 1 ] [ 2 ] is a form of alternative medicine that claims to maintain human health through nutritional supplementation . It is rejected by evidence-based medicine. The concept builds on the idea of an optimal nutritional environment in the body and suggests that diseases reflect deficiencies in this environment. Treatment for disease, according to this view, involves attempts to correct ""imbalances or deficiencies based on individual biochemistry"" by use of substances such as vitamins , minerals , amino acids , trace elements and fatty acids . [ 3 ] [ 4 ] [ 5 ] The notions behind orthomolecular medicine are not supported by sound medical evidence , and the therapy is not effective for chronic disease prevention; [ 6 ] [ 7 ] even the validity of calling the orthomolecular approach a form of medicine has been questioned since the 1970s. [ 8 ]",,,https://en.wikipedia.org/wiki/Orthomolecular_medicine
herbal,Orthopathy,,,,https://en.wikipedia.org/wiki/Orthopathy
herbal,Osteomyology,,,,https://en.wikipedia.org/wiki/Osteomyology
herbal,Osteopathy,,,,https://en.wikipedia.org/wiki/Osteopathy
herbal,Ozone therapy,,,,https://en.wikipedia.org/wiki/Ozone_therapy
herbal,Parapsychology,"Parapsychology is the study of alleged psychic phenomena ( extrasensory perception , telepathy , teleportation , precognition , clairvoyance , psychokinesis (also called telekinesis), and psychometry ) and other paranormal claims, for example, those related to near-death experiences , synchronicity , apparitional experiences , etc. [ 1 ] Criticized as being a pseudoscience , the majority of mainstream scientists reject it. [ 2 ] [ 3 ] [ 4 ] Parapsychology has been criticized for continuing investigation despite being unable to provide reproducible evidence for the existence of any psychic phenomena after more than a century of research. [ 1 ] [ 5 ] [ 6 ]",,,https://en.wikipedia.org/wiki/Parapsychology
herbal,Phrenology,"Phrenology is a pseudoscience that involves the measurement of bumps on the skull to predict mental traits. [ 1 ] [ 2 ] It is based on the concept that the brain is the organ of the mind, and that certain brain areas have localized, specific functions or modules. [ 3 ] It was said that the brain was composed of different muscles, so those that were used more often were bigger, resulting in the different skull shapes. This provided reasoning for the common presence of bumps on the skull in different locations. The brain ""muscles"" not being used as frequently remained small and were therefore not present on the exterior of the skull. Although both of those ideas have a basis in reality, phrenology generalizes beyond empirical knowledge in a way that departs from science. [ 1 ] [ 4 ] The central phrenological notion that measuring the contour of the skull can predict personality traits is discredited by empirical research. [ 5 ] Developed by German physician Franz Joseph Gall in 1796, [ 6 ] the discipline was influential in the 19th century, especially from about 1810 until 1840. The principal British centre for phrenology was Edinburgh, where the Edinburgh Phrenological Society was established in 1820.",,,https://en.wikipedia.org/wiki/Phrenology
herbal,Postural Integration,"Postural Integration is a type of bodywork purporting to draw on "" energy "" and allow access to the past. [ 1 ] It was devised in the late 1960s by Jack Painter [ 2 ] (1933–2010) in California, US, after exploration in the fields of humanistic psychology and the human potential movement . [ 3 ]",,,https://en.wikipedia.org/wiki/Postural_Integration
herbal,Psychic surgery,"Psychic surgery is a medical fraud in which practitioners create the illusion of performing surgery with their bare hands and use sleight of hand , fake blood , and animal parts to convince the patient that diseased lesions have been removed and that the incision has spontaneously healed. [ 1 ] [ 2 ] [ 3 ] The technique may fool the general public, but it can be observed by experienced stage magicians , who use the same sleight of hand techniques for entertainment. [ 1 ]",,,https://en.wikipedia.org/wiki/Psychic_surgery
herbal,Psychodermatology,"Psychodermatology is the treatment of skin disorders using psychological and psychiatric techniques by addressing the interaction between mind and skin. Though historically there has not been strong scientific support for its practice, there is increasing evidence that behavioral treatments may be effective in the management of chronic skin disorders. [ 1 ]",,,https://en.wikipedia.org/wiki/Psychodermatology
herbal,Quantum healing,"Quantum healing is a pseudoscientific mixture of ideas purportedly drawn from quantum mechanics , psychology , philosophy , and neurophysiology . Advocates of quantum healing assert that quantum phenomena govern health and wellbeing. There are different versions, which allude to various quantum ideas including wave particle duality and virtual particles , and more generally to "" energy "" and to vibrations . [ 1 ] Quantum healing is a form of alternative medicine .",,,https://en.wikipedia.org/wiki/Quantum_healing
herbal,Radionics,"Radionics [ 1 ] —also called electromagnetic therapy ( EMT ) and the Abrams method —is a form of alternative medicine that claims that disease can be diagnosed and treated by applying electromagnetic radiation (EMR), such as radio waves , to the body from an electrically powered device. [ 2 ] It is similar to magnet therapy , which also applies EMR to the body but uses a magnet that generates a static electromagnetic field. [ 2 ] [ 3 ]",,,https://en.wikipedia.org/wiki/Radionics
